title,abstract,sha,full_text_file,has_pdf_parse,has_pmc_xml_parse,publish_time
Transmission potential of COVID-19 in South Korea,"Since the first identified individual of 2019 novel coronavirus (COVID-19) infection on Jan 20, 2020 in South Korea, the number of confirmed cases rapidly increased. As of Feb 26, 2020, 1,261 cases of COVID-19 including 12 deaths were confirmed in South Korea. Using the incidence data of COVID-19, we estimate the reproduction number at 1.5 (95% CI: 1.4-1.6), which indicates sustained transmission and support the implementation of social distancing measures to rapidly control the outbreak.",905603e9db862f9b4b42a95f51e9c8d0015d1dff,biorxiv_medrxiv,True,False,2020-02-29
Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"Background: The COVID-19 outbreak containment strategies in China based on non-pharmaceutical interventions (NPIs) appear to be effective. Quantitative research is still needed however to assess the efficacy of different candidate NPIs and their timings to guide ongoing and future responses to epidemics of this emerging disease across the World. Methods: We built a travel network-based susceptible-exposed-infectious-removed (SEIR) model to simulate the outbreak across cities in mainland China. We used epidemiological parameters estimated for the early stage of outbreak in Wuhan to parameterise the transmission before NPIs were implemented. To quantify the relative effect of various NPIs, daily changes of delay from illness onset to the first reported case in each county were used as a proxy for the improvement of case identification and isolation across the outbreak. Historical and near-real time human movement data, obtained from Baidu location-based service, were used to derive the intensity of travel restrictions and contact reductions across China. The model and outputs were validated using daily reported case numbers, with a series of sensitivity analyses conducted. Results: We estimated that there were a total of 114,325 COVID-19 cases (interquartile range [IQR] 76,776 - 164,576) in mainland China as of February 29, 2020, and these were highly correlated (p<0.001, R2=0.86) with reported incidence. Without NPIs, the number of COVID-19 cases would likely have shown a 67-fold increase (IQR: 44 - 94), with the effectiveness of different interventions varying. The early detection and isolation of cases was estimated to prevent more infections than travel restrictions and contact reductions, but integrated NPIs would achieve the strongest and most rapid effect. If NPIs could have been conducted one week, two weeks, or three weeks earlier in China, cases could have been reduced by 66%, 86%, and 95%, respectively, together with significantly reducing the number of affected areas. However, if NPIs were conducted one week, two weeks, or three weeks later, the number of cases could have shown a 3-fold, 7-fold, and 18-fold increase across China, respectively. Results also suggest that the social distancing intervention should be continued for the next few months in China to prevent case numbers increasing again after travel restrictions were lifted on February 17, 2020. Conclusion: The NPIs deployed in China appear to be effectively containing the COVID-19 outbreak, but the efficacy of the different interventions varied, with the early case detection and contact reduction being the most effective. Moreover, deploying the NPIs early is also important to prevent further spread. Early and integrated NPI strategies should be prepared, adopted and adjusted to minimize health, social and economic impacts in affected regions around the World.",0f8261c63cdeeb5c2bf9294eba2954e1ca71b244,biorxiv_medrxiv,True,False,2020-03-06
SOCRATES: An online tool leveraging a social contact data sharing initiative to assess mitigation strategies for COVID-19,"Objective: Establishing a social contact data sharing initiative and an interactive tool to assess mitigation strategies for COVID-19. Results: We organized data sharing of published social contact surveys via online repositories and formatting guidelines. We analyzed this social contact data in terms of weighted social contact matrices, next generation matrices, relative incidence and R0. We incorporated location-specific isolation measures (e.g. school closure or telework) and capture their effect on transmission dynamics. All methods have been implemented in an online application based on R Shiny and applied to COVID-19 with age-specific susceptibility and infectiousness. Using our online tool with the available social contact data, we illustrate that social distancing could have a considerable impact on reducing transmission for COVID-19. The effect itself depends on assumptions made about disease-specific characteristics and the choice of intervention(s). Keywords: social contact data, user interface, transmission dynamics, infectious diseases, epidemics, social distancing, behavioral changes, data sharing initiative, open-source, COVID-19",9c33486a49de4aea64ce61c0a2c21a88c316b6a8,biorxiv_medrxiv,True,False,2020-03-06
The impact of social distancing and epicenter lockdown on the COVID-19 epidemic in mainland China: A data-driven SEIQR model study,"The outbreak of coronavirus disease 2019 (COVID-19) which originated in Wuhan, China, constitutes a public health emergency of international concern with a very high risk of spread and impact at the global level. We developed data-driven susceptible-exposed-infectious-quarantine-recovered (SEIQR) models to simulate the epidemic with the interventions of social distancing and epicenter lockdown. Population migration data combined with officially reported data were used to estimate model parameters, and then calculated the daily exported infected individuals by estimating the daily infected ratio and daily susceptible population size. As of Jan 01, 2020, the estimated initial number of latently infected individuals was 380.1 (95%-CI: 379.8~381.0). With 30 days of substantial social distancing, the reproductive number in Wuhan and Hubei was reduced from 2.2 (95%-CI: 1.4~3.9) to 1.58 (95%-CI: 1.34~2.07), and in other provinces from 2.56 (95%-CI: 2.43~2.63) to 1.65 (95%-CI: 1.56~1.76). We found that earlier intervention of social distancing could significantly limit the epidemic in mainland China. The number of infections could be reduced up to 98.9%, and the number of deaths could be reduced by up to 99.3% as of Feb 23, 2020. However, earlier epicenter lockdown would partially neutralize this favorable effect. Because it would cause in situ deteriorating, which overwhelms the improvement out of the epicenter. To minimize the epidemic size and death, stepwise implementation of social distancing in the epicenter city first, then in the province, and later the whole nation without the epicenter lockdown would be practical and cost-effective.",f40eaec892778166e4f8f8eeb576893e82a591be,biorxiv_medrxiv,True,False,2020-03-06
Modeling the Comparative Impact of Individual Quarantine vs. Active Monitoring of Contacts for the Mitigation of COVID-19,"Individual quarantine and active monitoring of contacts are core disease control strategies, particularly for emerging infectious diseases such as Coronavirus Disease 2019 (COVID-19). To estimate the comparative efficacy of these interventions to control COVID-19, we fit a stochastic branching model, comparing two sets of reported parameters for the dynamics of the disease. Our results suggest that individual quarantine may contain an outbreak of COVID-19 with a short serial interval (4.8 days) only in settings with high intervention performance where at least three-quarters of infected contacts are individually quarantined. However, in settings where this performance is unrealistically high and the outbreak of COVID-19 continues to grow, so too will the burden of the number of contacts traced for active monitoring or quarantine. In such circumstances where resources are prioritized for scalable interventions such as social distancing, we show active monitoring or individual quarantine of high-risk contacts can contribute synergistically to social distancing. To the extent that interventions based on contact tracing can be implemented, therefore, they can help mitigate the spread of COVID-19. Our model highlights the urgent need for more data on the serial interval and the extent of presymptomatic transmission in order to make data-driven policy decisions regarding the cost-benefit comparisons of individual quarantine vs. active monitoring of contacts.",c8c052d27aaf8015316dcd2644fa5e0b3870cea1,biorxiv_medrxiv,True,False,2020-03-08
Transmission potential of COVID-19 in Iran,"We computed reproduction number of COVID-19 epidemic in Iran using two different methods. We estimated R0 at 3.6 (95% CI, 3.2, 4.2) (generalized growth model) and at 3.58 (95% CI, 1.29, 8.46) (estimated epidemic doubling time of 1.20 (95% CI, 1.05, 1.44) days) respectively. Immediate social distancing measures are recommended.",43f760b5cb9c3b430c6d0b31fa90d42e71a6429c,biorxiv_medrxiv,True,False,2020-03-10
Quantifying dynamics of SARS-CoV-2 transmission suggests that epidemic control and avoidance is feasible through instantaneous digital contact tracing,"Mobile phone apps implementing algorithmic contact tracing can speed up the process of tracing newly diagnosed individuals, spreading information instantaneously back through a past contact network to inform them that they are at risk of being infected, and thus allow them to take appropriate social distancing and testing measures. The aim of non-pharmaceutical infection prevention is to move a population towards herd protection, a state where a population maintains R​0<​1, thus making it impossible for a pathogen to cause an epidemic. Here, we address epidemiological issues that affect the feasibility of an algorithmic approach to instantaneous contact tracing; ethical and implementation issues are addressed separately. First we quantify the parameters of COVID-19 in a framework that is consistent with the renewal equation formulation of epidemic spread. Second, we use an analytical solution to application of first-degree contact tracing in the renewal equation model to explore combinations of efficacy that can induce herd protection (R​0<​1). With the emergence of the novel viral pathogen SARS-CoV-2, of clear potential for a global pandemic with high fatality rates and incapacitated health systems, the question of prevention has critical priority. We come to the conclusion that isolating symptomatic cases and tracing their contacts in a classical manner is not sufficiently fast to stop the spread of the epidemic and needs to be accompanied by measures of social distancing that are disruptive to a wide number of people. We show that first-degree instantaneous contact tracing, informing users when they can move safely or when to seek medical help and avoid vulnerable individuals, has the potential to stop the spread of the epidemic if used by a sufficiently large number of people with reasonable fidelity.",073d74442e2655d79b0b3f764a627ec667ad422c,biorxiv_medrxiv,True,False,2020-03-12
The Impact of School Closure for COVID-19 on the US Healthcare Workforce and the Net Mortality Effects,"Background COVID-19 is leading to the implementation of social distancing policies around the world and in the United States, including school closures. The evidence that mandatory school closures reduce cases and ultimately mortality mostly comes from experience with influenza or from models that do not include the impact of school closure on the healthcare labor supply or the role of the healthcare labor force in reducing the per infection mortality from the pathogen. There is considerable uncertainty of the incremental effect of school closures on transmission and lives saved from school closures. The likely, but uncertain, benefits from school closure need to be weighed against uncertain, and seldom quantified, costs of healthcare worker absenteeism associated with additional child care obligations. Methods We analyze data from the US Current Population Survey to measure the potential child care obligations for US healthcare workers that will need to be addressed if school closures are employed as a social distancing measure. We account for the occupation within the healthcare sector, state, and household structure to identify the segments of the healthcare labor force that are most exposed to child care obligations from school closures. We use these estimates to identify the critical level for the importance of healthcare labor supply in increasing a patient's COVID-19 survival probability that would undo the benefits of school closures and ultimately increase cumulative mortality. Findings The US healthcare sector has some of the highest child care obligations in the United States. 29% of healthcare provider households must provide care for children 3-12. Assuming non-working adults or a sibling 13 years old or older can provide child care, leaves 15% of healthcare provider households in need of childcare during a school closure, while 7% of healthcare households are single-parent households. We document the substantial variation within the healthcare system. For example, 35% of medical assistants and 31% of nursing, psychiatric, and home health aide households have child care obligations, while only 24% of emergency medical personnel have childcare obligations. Child care obligations can vary between states by over 10 percentage points. A 15% decline in the healthcare labor force, combined with reasonable parameters for COVID-19 such as a 15% case reduction from school closings and 2% baseline mortality rate implies that a 15% loss in the healthcare labor force must decrease the survival probability per percent healthcare worker lost by 17.6% for a school closure to increase cumulative mortality. This means that the per infection mortality rate cannot increase from 2% to 2.35% when the healthcare workforce declines by 15%; otherwise, school closures will lead to a greater number of deaths than they prevent. For school closures to unambiguously provide a net reduction in COVID-19 mortality with these parameters, the school closures must reduce cases by over 25%. Conclusion School closures come with many tradeoffs. Setting aside economic costs, school closures implemented to reduce COVID-19 spread create unintended childcare obligations, which are particularly large in healthcare occupations. Detailed data are provided to help public health officials make informed decisions about the tradeoffs associated with closing schools. The results suggest that it is unclear if the potential contagion prevention from school closures justifies the potential loss of healthcare workers from the standpoint of reducing cummulative mortality.",14220553c9160c06bb99f59d59e6a8ecf3595226,biorxiv_medrxiv,True,False,2020-03-13
Impact assessment of non-pharmaceutical interventions against COVID-19 and influenza in Hong Kong: an observational study,"Background: A range of public health measures have been implemented to delay and reduce local transmission of COVID-19 in Hong Kong, and there have been major changes in behaviours of the general public. We examined the effect of these interventions and behavioral changes on the incidence of COVID-19 as well as on influenza virus infections which may share some aspects of transmission dynamics with COVID-19. Methods: We reviewed policy interventions and measured changes in population behaviours through two telephone surveys, on January 20-23 and February 11-14. We analysed data on laboratory-confirmed COVID-19 cases, influenza surveillance data in outpatients of all ages, and influenza hospitalisations in children. We estimated the daily effective reproduction number (R_t), for COVID-19 and influenza A(H1N1). Findings: COVID-19 transmissibility has remained at or below 1, indicating successful containment to date. Influenza transmission declined substantially after the implementation of social distancing measures and changes in population behaviours in late January, with a 44% (95% confidence interval, CI: 34% to 53%) reduction in transmissibility in the community, and a 33% (95% CI: 24% to 43%) reduction in transmissibility based on paediatric hospitalization rates. In the two surveys we estimated that 74.5% and 97.5% of the general adult population wore masks when going out, and 61.3% and 90.2% avoided going to crowded places, respectively. Implications: Containment measures, social distancing measures and changes in population behaviour have successfully prevented spread of COVID-19. The social distancing measures and behavioural changes led to a substantial reduction in influenza transmission in early February 2020. However, it may be challenging to avoid fatigue and sustain these measures and population behaviours as COVID-19 continues to spread globally. Funding: Health and Medical Research Fund, Hong Kong",,biorxiv_medrxiv,False,False,2020-03-16
Impact of self-imposed prevention measures and short-term government intervention on mitigating and delaying a COVID-19 epidemic,"Background: With new cases of COVID-19 surging around the world, some countries may have to prepare for moving beyond the containment phase. Prediction of the effectiveness of non-case-based interventions for mitigating, delaying or preventing the epidemic is urgent, especially for countries affected by the increased seasonal influenza activity. Methods: We developed a transmission model to evaluate the impact of self-imposed prevention measures (handwashing, mask-wearing, and social distancing) due to COVID-19 awareness and of short-term government-imposed social distancing on the peak number of diagnoses, attack rate and time until the peak number of diagnoses. Findings: For fast awareness spread in the population, self-imposed measures can significantly reduce the attack rate, diminish and postpone the peak number of diagnoses. A large epidemic can be prevented if the efficacy of these measures exceeds 50%. For slow awareness spread, self-imposed measures reduce the peak number of diagnoses and attack rate but do not affect the timing of the peak. Early implementation of short-term government interventions can only delay the peak. Interpretation: Handwashing, mask-wearing and social distancing as a reaction to information dissemination about COVID-19 can be effective strategies to mitigate and delay the epidemic. We stress the importance of a rapid spread of awareness on the use of self-imposed prevention measures in the population. Early-initiated short-term government-imposed social distancing can buy time for healthcare systems to prepare for an increasing COVID-19 burden. Keywords: SARS-CoV-2, COVID-19, mathematical model, prevention measures, disease awareness, epidemic control, social distancing, handwashing, mask-wearing",811338b8a1cbfa4bee7c50f6358230fe72f479ba,biorxiv_medrxiv,True,False,2020-03-16
"If containment is not possible, how do we minimize mortality for COVID-19 and other emerging infectious disease outbreaks?","If COVID-19 containment policies fail and social distancing measures cannot be sustained until vaccines becomes available, the next best approach is to use interventions that reduce mortality and prevent excess infections while allowing low-risk individuals to acquire immunity through natural infection until population level immunity is achieved. In such a situation, allowing some infections to occur in lower-risk groups might lead to an overall greater reduction in mortality than trying to protect everyone equally.",e172b0d49bd083dca5cd1021900477dd97774b84,biorxiv_medrxiv,True,False,2020-03-17
Demographic science aids in understanding the spread and fatality rates of COVID-19,"Governments around the world must rapidly mobilize and make difficult policy decisions to mitigate the COVID-19 pandemic. Because deaths have been concentrated at older ages, we highlight the important role of demography, particularly how the age structure of a population may help explain differences in fatality rates across countries and how transmission unfolds. We examine the role of age structure in deaths thus far in Italy and South Korea and illustrate how the pandemic could unfold in populations with similar population sizes but different age structures, showing a dramatically higher burden of mortality in countries with older versus younger populations. This powerful interaction of demography and current age-specific mortality for COVID-19 suggests that social distancing and other policies to slow transmission should consider both the age composition of local and national contexts as well as the social connectedness of older and younger generations. We also call for countries to provide case and fatality data disaggregated by age and sex to improve real-time targeted nowcasting.",50a217a2dacfe1364383ec8c681f64f2fd76dbe7,biorxiv_medrxiv,True,False,2020-03-18
COVID-19: Forecasting short term hospital needs in France,"Europe is now considered as the epicenter of the SARS-CoV-2 pandemic, France being among the most impacted country. In France, there is an increasing concern regarding the capacity of the healthcare system to sustain the outbreak, especially regarding intensive care units (ICU). The aim of this study was to estimate the dynamics of the epidemic in France, and to assess its impact on healthcare resources for each French metropolitan Region. We developed a deterministic, age-structured, Susceptible-Exposed-Infectious-Removed (SEIR) model based on catchment areas of each COVID-19 referral hospitals. We performed one month ahead predictions (up to April 14, 2020) for three different scenarios (R0=1.5, R0=2.25, R0=3), where we estimated the daily number of COVID-19 cases, hospitalizations and deaths, the needs in ICU beds per Region and the reaching date of ICU capacity limits. At the national level, the total number of infected cases is expected to range from 22,872 in the best case (R0=1.5) to 161,832 in the worst case (R0=3), while the total number of deaths would vary from 1,021 to 11,032, respectively. At the regional level, all ICU capacities may be overrun in the worst scenario. Only seven Regions may lack ICU beds in the mild scenario (R0=2.25) and only one in the best case. In the three scenarios, Corse may be the first Region to see its ICU capacities overrun. The two other Regions, whose capacity will be overrun shortly after are Grand-Est and Bourgogne-Franche-Comté. Our analysis shows that, even in the best case scenario, the French healthcare system will very soon be overwhelmed. While drastic social distancing measures may temper our results, a massive reorganization leading to an expansion of French ICU capacities seems to be necessary to manage the coming wave of critically affected COVID-19 patients.",e1200121af466e437f3cf17aa10654b7725edb07,biorxiv_medrxiv,True,False,2020-03-20
"Sentinel Event Surveillance to Estimate Total SARS-CoV-2 Infections, United States","Human infections with a novel coronavirus (SARS-CoV-2) were first identified via syndromic surveillance in December of 2019 in Wuhan China. Since identification, infections (coronavirus disease-2019; COVID-19) caused by this novel pathogen have spread globally, with more than 180,000 confirmed cases as of March 16, 2020. Effective public health interventions, including social distancing, contact tracing, and isolation/quarantine rely on the rapid and accurate identification of confirmed cases. However, testing capacity (having sufficient tests and laboratory throughput) to support these non-pharmaceutical interventions remains a challenge for containment and mitigation of COVID-19 infections. We undertook a sentinel event strategy (where single health events signal emerging trends) to estimate the incidence of COVID-19 in the US. Data from a recent national conference, the Conservative Political Action Conference, (CPAC) near Washington, DC and from the outbreak in Wuhan, China were used to fit a simple exponential growth model to estimate the total number of incident SARS- CoV-2 infections in the United States on March 1, 2020, and to forecast subsequent infections potentially undetected by current testing strategies. Our analysis and forecasting estimates a total of 54,100 SARS-CoV-2 infections (80 % CI 5,600 to 125,300) have occurred in the United States to March 12, 2020. Our forecast predicts that a very substantial number of infections are undetected, and without extensive and far-reaching non-pharmaceutical interventions, the number of infections should be expected to grow at an exponential rate.",ffbc1762c9e43be58033a7a1f2e21e00d9c7d250,biorxiv_medrxiv,True,False,2020-03-20
High transmissibility of COVID-19 near symptom onset,"Background The dynamics of coronavirus disease 2019 (COVID-19) transmissibility after symptom onset remains unknown. Methods We conducted a prospective case-ascertained study on laboratory-confirmed COVID-19 cases and their contacts. Secondary clinical attack rate (considering symptomatic cases only) was analyzed for different exposure windows after symptom onset of index cases and for different exposure settings. Results Thirty-two confirmed patients were enrolled and 12 paired data (index-secondary cases) were identified among the 1,043 contacts. The secondary clinical attack rate was 0.9% (95% CI 0.5-1.7%). The attack rate was higher among those whose exposure to index cases started within five days of symptom onset (2.4%, 95% CI 1.1-4.5%) than those who were exposed later (zero case from 605 close contacts, 95% CI 0-0.61%). The attack rate was also higher among household contacts (13.6%, 95% CI 4.7-29.5%) and non-household family contacts (8.5%, 95% CI 2.4-20.3%) than that in healthcare or other settings. The higher secondary clinical attack rate for contacts near symptom onset remained when the analysis was restricted to household and family contacts. There was a trend of increasing attack rate with the age of contacts (p for trend < 0.001). Conclusions High transmissibility of COVID-19 near symptom onset suggests that finding and isolating symptomatic patients alone may not suffice to contain the epidemic, and more generalized social distancing measures are required. Rapid reduction of transmissibility over time implies that prolonged hospitalization of mild cases might not be necessary in large epidemics.",112e05c31018c816d0bd9ee64336eba79ee786ac,biorxiv_medrxiv,True,False,2020-03-19
