index,title,text
34655,Projecting the Spread of COVID19 for Germany,"There is no need to stress the importance of the Coronavirus disease (COVID-19) for public health, economic consequences and well-being of individuals"
34655,Projecting the Spread of COVID19 for Germany,Why should economists work on an epidemic? The economic costs of COVID-19 are huge and seem to be larger than those of the …nancial crisis starting in 2007
34655,Projecting the Spread of COVID19 for Germany,5 The conclusion discusses various next steps that should be undertaken to understand economic consequences of COVID-19 better
34655,Projecting the Spread of COVID19 for Germany,We believe that our framework can form the basis for an understanding of economic costs of the pandemic.
34655,Projecting the Spread of COVID19 for Germany,(2020) study the e¤ects of the CoV-2 epidemic on economic decisions of households
34655,Projecting the Spread of COVID19 for Germany,"(2020) employ mortalities and economic consequences of the ""Spanish Flu"" to provide estimates of the world wide consequences of COVID19"
34655,Projecting the Spread of COVID19 for Germany,Atkeson (2020) provides esitmates of economic consequences of COVID19 for the US
34655,Projecting the Spread of COVID19 for Germany,This is why governmental interventions have a clear justi…cation from the perspective of market failure and public economics.
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"While mitigation decreases deaths, it also reduces economic activity"
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"These costs include three components: costs of mortality, costs of illness and costs of reduced economic activity due to mitigation and precautionary demand."
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"Economic costs come from three sources: direct costs of illness and treatment, employment losses and losses due to falling demand or mandatory shutdowns"
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"This approach is consistent with the standard approaches used to estimate economic costs of the epidemic Falling demand and mandatory shutdowns affect transport, food services, accommodation, arts and recreation"
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"Given that the existing research tends to point to higher willingness-to-pay to avoid SARS infections and a higher estimate for VSL used by the Environmental Protection Agency, economic costs of suppression measures seems to be justified"
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,https://doi.org/10.1101/2020.03.26.20044552 doi: medRxiv preprint or by more accurate economic projections.
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"This would have no effect on the total mortality, but would decrease the duration of suppression measures and reduce their economic impact"
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,/2020 infection at the capacity and to reduce economic costs
34706,Dynamic Modeling to Identify Mitigation Strategies for Covid-19 Pandemic,This may help to minimize the socio-economical impacts resulting from severe social isolation policies
34719,Modeling of COVID-19 Pandemic and Scenarios for Containment,"While the paper simulates various scenarios of containment, it does not address the economic cost of each scenario"
34719,Modeling of COVID-19 Pandemic and Scenarios for Containment,They are rightly worried about the economic cost of a prolonged shutdown of economic activity
34719,Modeling of COVID-19 Pandemic and Scenarios for Containment,"A combination policy, as discussed above, not only reduces the number of infected, and ultimately the death toll, but it shorten the shelter-in-place period and consequently lowers the economic cost."
34723,Computational Design of Peptides to Block Binding of the SARS-CoV-2 Spike Protein to Human ACE2,"The continuing pandemic of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2, previously known as 2019-nCoV) has now become an international public health threat, causing inconceivable loss of lives and economic instability 1 "
34771,"COVID-19, City Lockdown, and Air Pollution: Evidence from China","Nearly one-third of Chinese cities were locked down in a top-down manner, and various types of economic activities were strictly prohibited"
34771,"COVID-19, City Lockdown, and Air Pollution: Evidence from China","This is consistent with the fact that energy consumption is higher in more agglomerated economies, where a lot of economic activities take place"
34771,"COVID-19, City Lockdown, and Air Pollution: Evidence from China",Other socio-economic data for the classification are measured in 2017
34771,"COVID-19, City Lockdown, and Air Pollution: Evidence from China","To explore the heterogeneity, we assemble the cities' socio-economic status from the 2017 China City Statistical Yearbook"
34771,"COVID-19, City Lockdown, and Air Pollution: Evidence from China",Other socio-economic data for the classification are measured in 2017.
34774,Perception of emergent epidemic of COVID-2019 / SARS CoV-2 on the Polish Internet,"For example, economic consequence of supply and demand lead to price increases of medical devices ( [43] )."
34774,Perception of emergent epidemic of COVID-2019 / SARS CoV-2 on the Polish Internet,"[54] , Vespignani [55] ) allowing to simulate various scenarios and assess possible human and economic losses"
34796,Pandemic Politics: Timing State-Level Social Distancing Responses to COVID-19,"The most significant policy decisions of this kindboth in terms of their potential to mitigate the epidemic and their economic consequences -are mandates for social distancing through restrictions on public gatherings; closure or restriction of schools, restaurants, and other non-essential businesses; and orders for the public to stay at home"
34796,Pandemic Politics: Timing State-Level Social Distancing Responses to COVID-19,"(14) More generally, states with more limited economic resources are likely far less able to weather the deprivations caused by economic shutdowns, or to expand social insurance protections during mandated social distancing, and thus may be considerably more reluctant to take these steps."
34796,Pandemic Politics: Timing State-Level Social Distancing Responses to COVID-19,"We expect state level responses to vary based on differences in social, economic and political costs"
34796,Pandemic Politics: Timing State-Level Social Distancing Responses to COVID-19,"Social distancing delays due to limited state economic resources are particularly troubling, as poorer states may also have larger vulnerable populations and more fragile health systems."
34805,Global versus focused isolation during the SARS-CoV-2 pandemic-A cost-effectiveness analysis,"However, a few countries, such as South Korea, have succeeded in slowing the rate of infections without economically damaging lockdowns"
34805,Global versus focused isolation during the SARS-CoV-2 pandemic-A cost-effectiveness analysis,"It is, however, obvious that extreme non-selective measures are associated with tremendous economic costs that will result in a global financial crisis that will most likely affect public health and other essential aspects of our lives in the coming years."
34805,Global versus focused isolation during the SARS-CoV-2 pandemic-A cost-effectiveness analysis,"Therefore, decision-makers must balance public health concerns with economic considerations in fighting this epidemic."
34805,Global versus focused isolation during the SARS-CoV-2 pandemic-A cost-effectiveness analysis,"However, global adoption of these extreme measures is implicated in unprecedented social and economic costs that might, directly and indirectly, affect the health system, among many other aspects of our life, in the years to come"
34805,Global versus focused isolation during the SARS-CoV-2 pandemic-A cost-effectiveness analysis,"Therefore, decisionmakers must carefully weigh their options with the knowledge that avoiding those extreme steps and choosing global quarantine strategies comes with a very high economical price that might seriously threaten the nation's economy."
35158,On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management,"With restricted knowledge on emergent trends, urban managers cannot effectively take decisions to contain outbreaks and adequately act without compromising the social and economic integrity of their city"
35158,On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management,"These criticisms are justified, as in recent years, big data is seen as the new 'gold rush' of the 21st century and limiting its access means higher economic returns and increased influence and control at various scales to those who control data"
35158,On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management,"and some European countries that are key proponents and players in global political, economic and health landscapes, are against this rollout, arguing that it is a deceptive way of gathering private data under the guise of espionage"
35158,On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management,"Therefore, geopolitical issues are expected on the technological front as most large data-rich corporations are located in powerful countries that have influence both economically, health-wise and politically [19] [20] [21] "
35158,On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management,"For instance, when SARS (Severe Acute Respiratory Syndrome) (SARS-CoV) broke in China in 2002, it was estimated, that the Asian region incurred tremendous negative impacts socially, health-wise and economically, potentially amounting to Asian regional economy losses of between USD $12-18 billion from tourism, travel and retail sales industries alone [27] "
35158,On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management,"With such an approach, it would be easier to share urban health data across geographies to better monitor emerging health threats in order to provide more economic stability, thereby ensuring no disruptions on such sectors like tourism and travel industries, amongst others"
35158,On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management,"This would remove fears on travelers, and would have positive impacts upon the tourism industry, that has been seen to bear the economic brunt whenever such outbreaks occur"
35158,On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management,"Such strategies are adopted as private corporations try to maximize their economic gains, since the digital solution market is a lucrative one and is expected to continue growing and expanding [6, 7] ."
35158,On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management,"With scenarios like the present Coronavirus (COVID-19) outbreak, that not only impacts upon the economic status of cities, but also affects their social standing, it becomes imperative to emphasize the adoption of universal standards for data sharing"
36655,"Potential scenarios for the progression of a COVID-19 epidemic in the European Union and the European Economic Area, March 2020","Two months after the emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the possibility of established and widespread community transmission in the European Union and European Economic Area (EU/EEA) is becoming more likely"
36655,"Potential scenarios for the progression of a COVID-19 epidemic in the European Union and the European Economic Area, March 2020",The aim of this paper was to provide a general scenario planning framework that can be used by European Union and European Economic Area (EU/EEA) countries in preparation for a possible widespread epidemic of coronavirus disease 2019 (COVID-19).
36655,"Potential scenarios for the progression of a COVID-19 epidemic in the European Union and the European Economic Area, March 2020","• The outbreak could cause substantial social, political and economic disruption also in parts of the world not directly affected by the virus."
36699,Assessing the Impact of Reduced Travel on Exportation Dynamics of Novel Coronavirus Infection (COVID-19),These political decisions regarding movement restrictions must balance the expected epidemiological impact with predicted economic burden-the latter of which we did not examine
36733,Influence of trust on two different risk perceptions as an affective and cognitive dimension during Middle East respiratory syndrome coronavirus (MERS-CoV) outbreak in South Korea: serial cross-sectional surveys,"Demographic factors evaluated as respondents' characteristics included gender, age, educational attainment, occupation, perceived household economic status, residential area, and political orientation/party (party identification)"
36733,Influence of trust on two different risk perceptions as an affective and cognitive dimension during Middle East respiratory syndrome coronavirus (MERS-CoV) outbreak in South Korea: serial cross-sectional surveys,"Occupation was classified as either unemployed, farming and fishery, self-employed, blue-collar worker, white-collar worker, fulltime housewife, or student"
