index,title,text
9951,Community pharmacists and communication in the time of COVID-19: Applying the health belief model,"Community pharmacists are likely to have a direct role in combating misinformation and helping patients select healthy behaviors. To that end, the HBM's constructs of perceived threat, perceived barriers, perceived benefits, perceived self-efficacy, and cues to action can be immediately deployed to help reinforce COVID-19 limiting behaviors, such as social distancing and remaining in the home whenever possible."
10459,Society of Cardiovascular Computed Tomography Guidance for Use of Cardiac Computed Tomography Amidst the COVID-19 Pandemic,"The world is currently suffering through a pandemic outbreak of severe respiratory syndrome coronavirus 2 (SARS-CoV-2) known as Coronavirus Disease 2019 . The United States (US) Centers for Disease Control and Prevention (CDC) currently advises medical facilities to ""reschedule nonurgent outpatient visits as necessary"" (1). The European Centre for Disease Prevention and Control, the United Kingdom National Health Service and several other international agencies covering Asia, North America and most regions of the world have recommended similar ""social distancing"" measures (2, 3) ."
10459,Society of Cardiovascular Computed Tomography Guidance for Use of Cardiac Computed Tomography Amidst the COVID-19 Pandemic,"• Social distancing -keeping at least six feet (1.8 meters) between individuals in waiting rooms and work spaces as much as feasible. • Encourage sick employees to stay home. Personnel who develop respiratory symptoms (e.g., cough, shortness of breath) or unexplained fever should be instructed not to report to work. • Ensure that your sick leave policies are flexible and consistent with public health guidance and that employees are aware of these policies. Make contingency plans for increased absenteeism • Screen patients and visitors for symptoms of acute respiratory illness (e.g., fever, cough, difficulty breathing) or gastrointestinal symptoms and coronavirus exposure in the last 2 weeks before entering one's healthcare facility (4). • Ensure technologist and CCT imager hand hygiene best practices. If soap and water are not readily available, use of a hand sanitizer that contains at least 60% alcohol. • Consider standard droplet precautions for patients and healthcare personnel as per institutional infection control protocols. • Increase scheduling intervals or appointment times to allow adequate time to clean equipment as needed. • Leverage telemedicine technologies and isolated workstations to allow for reading and interpretation, that allow for social distancing to limit staff exposure, when possible. • Assign a team member to monitor and incorporate regular updates from the CDC and appropriate regional jurisdictions."
10459,Society of Cardiovascular Computed Tomography Guidance for Use of Cardiac Computed Tomography Amidst the COVID-19 Pandemic,"To advise practitioners of cardiovascular CT on how to implement the CDC recommendation of rescheduling non-urgent visits as necessary and international guidelines on social distancing, the SCCT offers the following guiding points ( Table 1) and suggestions for CCT timing based on various indications ( Table 2) . As this is not an exhaustive list, the SCCT advises CCT practitioners to work with referring physicians on a case by case basis. Table 1 : Guiding points to consider when deciding on the role and timing of CCT."
10552,The COVID-19 pandemic: Implications for the cytology laboratory,"mortality, and had lower peak mortality rates and lower total mortality 4 . The duration that these ""social distancing"" measures were kept in place correlated with a reduced total mortality burden 4 . Although we still have no known effective therapy or vaccine prevention for this coronavirus, and the world is a quite different place than it was 100 years ago, the efficacy of the measures instituted during the 1918-19 pandemic gives us hope that the current measures will also limit the impact of the COVID-19 pandemic."
10552,The COVID-19 pandemic: Implications for the cytology laboratory,"It is important to address the fact that this epidemic will unavoidably generate stress, fear and anxiety among the entire laboratory personnel, trainees and pathologists 57, 58 . Psychologic stress may be experienced differently by different people, and may be modulated by personal factors like age, sex, health status, baseline anxiety level and risk perception. More severe psychologic distress may be followed by increased levels of posttraumatic stress symptomatology 59 . Psychological distress may be related to increased work load due to coworker absenteeism, lack of socialization with friends and colleagues, lack of recreational activities due to the closure of gyms, restaurants, movie theaters and other recreational avenues, and increased family stress and parenting issues due to children being at home as a result of school closings. It may also relate to having a friend or family member affected by the disease. All healthcare workers may also feel anxious and stressed due to the fear of contracting the disease, fear of transmitting the disease to members of the family, or financial fears related to the changes implemented during this period. During this period, laboratory directors and other pathologists should be prepared to provide up to date information regarding the most recent developments in our knowledge about the disease and candid information regarding all aspects of the personnel's job. Although such information may also be available from a variety of sources, including the CDC and the health care center's website, in order to alleviate the fear and anxiety, it is important to have clear channels of communication, transmit the information in person, and respond to any questions that may arise. Providing emotional support and an opportunity to discuss any personal and family concerns is crucial during these times. It is very important to communicate effectively the risk to laboratory personnel and trainees, without overly reassuring them, and acknowledging that a lot is unknown about this infection. It is equally important to communicate any changes in policy or schedule as soon as possible 60 . If physical meetings are not possible because of the social distancing measures implemented, web-based conferences using a variety of platforms can be used. This can include SMS text messages, e-mails, using both institutional and personal email, if needed, small group discussions, and websites, in addition to online discussion through apps such as Finally, in addition to these measures meant to prevent infection in the workplace, all pathologists, trainees, cytotechnologists and laboratory personnel should also apply commonsense measures to prevent getting infected outside the laboratory environment. This may include, in addition to personal hygiene measures (handwashing, avoiding touching eyes, nose and mouth), ""social distancing"", avoiding close contact with other people, and, if possible, avoiding public transportation, avoiding crowds and gatherings of over 10 people, avoiding contact with people who might be sick (i.e. people having fever and respiratory symptoms)."
33942,"Real-time monitoring the transmission potential of COVID-19 in Singapore, February 2020","is the (which was not peer-reviewed) The copyright holder for this preprint . https://doi.org/10.1101/2020.02. 21.20026435 doi: medRxiv preprint SARS-CoV-2, the Ministry of Health of Singapore has restricted the movement of patients and staff across hospitals (20) . Also, because multiple unlinked community cases of COVID-19 have been reported (21) , various social distancing measures have been put in place including advising the public against large social gatherings in order to mitigate the risk of community transmission (22, 23) . These social distancing measures reduce the risk of onward transmission not only within Singapore, but also beyond the borders of this highly connected nation (24)."
33942,"Real-time monitoring the transmission potential of COVID-19 in Singapore, February 2020","Singapore has a world-class health system including a highly efficient contact tracing mechanism in place (24), continued epidemiological investigations and active case finding efforts are needed to control the outbreak."
33942,"Real-time monitoring the transmission potential of COVID-19 in Singapore, February 2020",is the (which was not peer-reviewed) The copyright holder for this preprint . https://doi.org/10.1101/2020.02.21.20026435 doi: medRxiv preprint of 1.0. These estimates highlight the significant effects of containment efforts in Singapore while at the same time suggest the need to maintain social distancing and active case finding efforts to stomp out all active or incoming chains of transmission.
34026,Transmission potential of COVID-19 in South Korea,"The number of cases of COVID-19 in the province of Hubei, the disease epicenter, quickly climbed following an exponential growth trend. The total number of COVID-19 cases is at 81,109 including 2718 deaths in China as of February 26, 2020 (3) . Fortunately, by February 15, 2020 the daily number of new reported cases in China started to decline across the country although Hubei Province is still reporting hundreds of cases per day as of February 26 th , 2020 (3) . While the epidemic continues to decline in China, more than 2,900 COVID-19 cases have been reported in 37 countries outside of China including South Korea, Japan, Italy, Iran, Singapore, U.S., and Thailand (3) . In particular, South Korea has quickly become the second hardest hit country with COVID-19, with steadily increasing number of cases over the last few days. Hence, it is crucial to monitor the progression of these outbreaks and assess the effects of various public health measures including the social distancing measures in real time."
34026,Transmission potential of COVID-19 in South Korea,"This is the first study to report estimates of the transmission potential of COVID-19 in Korea based on the trajectory of the epidemic, which was reconstructed by using the dates of onset of the first reported cases in Korea. The estimates of R clearly indicate sustained transmission of the novel coronavirus in Korea. Moreover, the imported cases contribute little to the secondary disease transmission in Korea, as majority of these cases occurred in the early phase of the epidemic, with the most recent imported case reported on February 9, 2020. These findings support the range of social distancing interventions that the Korean government put in place in order to bring the outbreak under control as soon as possible."
34026,Transmission potential of COVID-19 in South Korea,". CC-BY-NC 4.0 International license It is made available under a is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. (34) . Amplification of MERS in the hospital setting has been associated with diagnostic delays, which increase the window of opportunity for the generation of secondary cases (9) . This underscores the need for rapid testing, case detection and active contact tracing to isolate infectious individuals."
34026,Transmission potential of COVID-19 in South Korea,"Beyond Korea, substantial COVID-19 transmission has been reported in Singapore, Iran, Italy, Germany and aboard the Diamond cruise ship (35, 36) . While the cluster A and the Chungdo Daenam hospital cluster in Korea seem to have stabilized, the other two clusters are likely to keep growing in the short term. Public health authorities are currently focused on containing the outbreak in the city of Daegu, the epicenter of the outbreak and North Gyeongsang Province where active contact tracing is being conducted. Nation-wide preventative measures are expected to reduce the community transmission and ultimately bring below one."
34026,Transmission potential of COVID-19 in South Korea,"This is the first study to estimate the transmission potential of COVID-19 in Korea. Our current findings suggest sustained disease transmission in the region. Our estimates support the implementation of a wide array of social distancing measures to rapidly contain the outbreak in Korea. . CC-BY-NC 4.0 International license It is made available under a is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"could have shown a 3-fold, 7-fold, and 18-fold increase across China, respectively. Results also suggest that the social distancing intervention should be continued for the next few months in China to prevent case numbers increasing again after travel restrictions were lifted on February 17, 2020."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"The COVID-19 outbreak has spread widely across China since December 2019, with many other countries affected. The containment strategy of integrated nonpharmaceutical interventions (NPIs) including travel bans and restrictions, contact reductions and social distancing, early case identification and isolation have been rapidly deloyed across China to contain the outbreak, and the combination of these interventions appears to be effective. We "
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"To our knowledge, this is the most comprehensive study to date on quantifying the relative effect of different NPIs and their timings for COVID-19 outbreak containment, based on human movement and disease data. Our findings show that NPIs, inter-city travel restrictions, social distancing and contact reductions, as well as early case detection and isolations, have substantially reduced COVID-19 transmission across China, with the effectiveness of different interventions varying. The early detection and isolation of cases was estimated to prevent more infections than travel restrictions and contact reductions, but integrated NPIs would achieve the strongest and most rapid effect. Our findings contribute to improved understanding of integrated NPI measures on COVID-19 containment and can help in tailoring control strategies across contexts."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"As of February 28, 2020 the COVID-19 outbreak has caused 78,961 confirmed cases (2791 deaths) across China, with the majority seen in Wuhan City, and 4691 cases (67 deaths) reported in the other 51 countries. 1 Further spread has occurred to all populated continents of the World, with many anticipating that a pandemic is approaching. 2, 3 As an emerging disease, effective pharmaceutical interventions are not expected to be available for months, 4 and healthcare resources will be limited for treating all cases. Nonpharmaceutical interventions (NPIs) are therefore essential components of the public health response to outbreaks. 1, [5] [6] [7] These include isolating ill persons, contact tracing, quarantine of exposed persons, travel restrictions, school and workplace closures, and cancellation of mass gathering events. [5] [6] [7] These containment measures aim to reduce transmission, thereby delaying the timing and reducing the size of the epidemic peak, buying time for preparations in the healthcare system, and enabling the potential for vaccines and drugs to be used later on. 5 For example, social distancing measures have been effective in past influenza epidemics by curbing human-to-human transmission and reducing morbidity and mortality. [8] [9] [10] Three major NPIs have been taken to mitigate the spread and reduce the outbreak size of COVID-19 across China. 11, 12 First, inter-city travel bans or restrictions have been taken to prevent further seeding the virus during the"
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"Chinese new year (CNY) holiday. People in China were estimated to make close to 3 billion trips over the 40-day CNY travel period from January 10 to February 18, 2020. 12,13 A cordon sanitaire of Wuhan and surrounding cities in Hubei Province was put in place on January 23, 2020, just two days before CNY's day on January 25. However, Wuhan's lockdown is likely to have occurred during the latter stages of peak population numbers leaving the city before CNY, with around 5 million people likely leaving before the start of the travel ban, departing into neighbouring cities and other megacities in China. 14 Since CNY's day, travel restrictions in other provinces were also put in place across the country."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"The second group of containment measures involves improving the screening, contact tracing, identification, diagnosis, isolation and reporting of suspected ill persons and confirmed cases. 11 Since January 20, particularly in Wuhan, searches for cases, diagnosis and reporting have sped up across the country."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"is the (which was not peer-reviewed) The copyright holder for this preprint . https://doi.org/10.1101/2020.03.03.20029843 doi: medRxiv preprint Local governments across China encouraged and supported routine screening and quarantine of travellers from Hubei Province in an attempt to detect COVID-19 infections as early as possible. In Wuhan, where the largest number of infected people live, residents were required to measure and report ther temperature daily to confirm their onset, and those with mild and asymptomatic infections were also quarantined in ""Fang Cang"" hospitals, which are public spaces such as stadiums and conference centres that have been repurposed for medical care. 11 The average interval from symptom onset to laboratory confirmation has dropped from 12 days in the early stages of the outbreak to 3 days in early February, highlighting how the efficiency of disease detection and diagnosis has greatly improved. 15, 16 Third, inner-city travel and contact restrictions were implemented to reduce the risk of community transmission. This involved limiting individual social contact, using personal hygiene and protective measures when people needed to move in public, and increasing the physical distance between those who have COVID-19 and those who do not. 11 As part of these social distancing policies, Chinese government encouraged people to stay at home as much as possible, cancelled or postponed large public events and mass gatherings, and closed libraries, museums, and workplaces. 17, 18 Additionally, to fully cover the suspected incubation period of COVID-19 spread before Wuhan's lockdown, the CNY and school holidays were also extended, with the holiday end date changed from January 30 to March 10 for Hubei province, and Feb 9 for many other provinces. [19] [20] [21] The implementation of these NPIs has coincided with the rapid decline in the number of new cases across China, albeit at high economic and social costs. 15, 16 On February 17, the State Council required localities to formulate differentiated county-level measures for precise containment of the COVID-19 outbreak and the restoration of socioeconomy affected by the outbreak. 22 The timing of implementing and lifting interventions is likely to have been and continue to be important, to take advantage of the window of opportunity to save lives and minimize the economic and social impact. 23, 24 The increasing numbers of cases of COVID-19 outside China and establishment of secondary transmission in multiple places highlights its pandemic potential. The best available scientific evidence is therefore required to design effective NPI strategies and disseminate this knowledge urgently to . CC-BY-NC-ND 4.0 International license It is made available under a author/funder, who has granted medRxiv a license to display the preprint in perpetuity."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"is the (which was not peer-reviewed) The copyright holder for this preprint . https://doi.org/10.1101/2020.03.03.20029843 doi: medRxiv preprint help policy makers assess the potential benefits and costs of NPIs to contain COVID-19 outbreaks. Some previous studies have preliminarily explored the lockdown of Wuhan, [25] [26] [27] travel restrictions, 28-30 airport screening, 31, 32 and the isolation of cases and contact tracing for containing virus transmission, respectively. 33, 34 The conclusions of these studies are persuasive, there are still key knowledge gaps on the effectiveness of different interventions. 15 To fully justify the preparation, implementation, or cancellation of various NPIs, policy makers across the World need evidence as to the combination and timings of each, which remains lacking."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"Three population movement datasets, obtained from Baidu location-based services providing over 7 billion positioning requests per day, 35, 36 were used in this study to measure travel restrictions and social distancing across time and . CC-BY-NC-ND 4.0 International license It is made available under a author/funder, who has granted medRxiv a license to display the preprint in perpetuity."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"is the (which was not peer-reviewed) The copyright holder for this preprint . https://doi.org/10.1101/2020.03.03.20029843 doi: medRxiv preprint space. The first is an aggregated and de-identified dataset on near-real time daily relative outbound and inbound flow of mobile phone users for each prefecture-level city in 2020 (340 cities in mainland China were included) to understand mobility patterns during the outbreak. The daily outflow from each city since Wuhan's lockdown and travel restrictions that were applied on Table S1 ), as the policies of travel restriction and social distancing measures were implemented and occurred at the same time across the country."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"The outbreak increased exponentially prior to CNY (Figure 2) . However, the peak of epidemics across the country quickly appeared through implementing strong and comprehensive NPIs, including dramatic reductions in travel and contact, and significant improvements in the timeliness of case detection and reporting across the country (Figure 1 and appendix Tables S1 and S2). We (Table 1) . However, the apparent effectiveness of different interventions varied (Figure 3 and appendix Figure S1 ). The lockdown of Wuhan might not have prevented the seeding of the virus from the city, as the travel ban was put in place at the latter stages of outbound travel prior to CNY's day ( Figure 3 )."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"Generally, the early detection and isolation of cases was estimated to quickly and substantially prevent more infections than contact reduction and social distancing across the country (5-fold versus 2.6-fold), but without the intervention of contact reductions, in the longer term, the epidemics would increase exponentially. Therefore, integrated NPIs would achieve the strongest and most rapid effect on COVID-19 outbreak containment ( Table 1 )."
34105,SOCRATES: An online tool leveraging a social contact data sharing initiative to assess mitigation strategies for COVID-19,"Given the expanding pandemic of SARS-CoV-2, which causes COVID-19 disease, it is of great importance to consider and plan intervention strategies to slow down SARS-CoV-2 spread, with the aim to flatten the epidemic peak, and thus decrease surge capacity problems arising to health care provision and essential supplies. This may also allow to buy time for interventions, such as specific antivirals (and perhaps vaccines) to become available for widespread use [1] . Social distancing on a large scale, first at the epicentre of the outbreak in Wuhan, and later in other locations was shown to slow down SARS-CoV-2 spread (e.g. in Shanghai [2] )."
34105,SOCRATES: An online tool leveraging a social contact data sharing initiative to assess mitigation strategies for COVID-19,"Social contact surveys have proven to be an invaluable source of information about how people mix in the population [3] [4] [5] . They have been shown to explain close contact infectious disease data well [6] [7] [8] . During the A(H1N1)v2009 pandemic, contact survey data were used to reproduce the observed incidence patterns of the emerging outbreak [9] . Hens et al. [10] used social contact data collected in the POLYMOD project [4] to quantify the impact of school closure on the spread of airborne infections. This was done by comparing the basic reproduction number, or the average number of secondary infections caused by a single infectious individual in a completely susceptible population, derived using mixing patterns observed on weekends or during a holiday period with those derived using mixing patterns observed on weekdays. By considering mixing patterns at different locations including or excluding the contribution of some of these locations, social distancing measures can be mimicked and their impact on disease spread can be investigated to potentially guide policy makers."
34105,SOCRATES: An online tool leveraging a social contact data sharing initiative to assess mitigation strategies for COVID-19,"In this research note, we highlight a social contact data sharing initiative we recently launched and present an online tool to facilitate access to these data. We build upon the socialmixr R package [11] and hope to contribute to the analysis of social distancing measures. As a case study, we exploit the tool to quantify the potential impact of school closures and a shift of workers from a common workplace, to teleworking at home."
34105,SOCRATES: An online tool leveraging a social contact data sharing initiative to assess mitigation strategies for COVID-19,"Based on the reported contact locations, it is possible to exclude or reduce subsets of the social contact data. To do so, contacts at multiple locations were assigned to a single location in the following hierarchical order: (1) contacts at home, (2) contacts at work, (3) contacts at school, (4) contacts during transportation, (5) contacts during leisure activities and (6) contacts in other locations. For example, school closure can be simulated by excluding all contacts that took place ""at school"" before calculating m ij . To account for an increase in telework to proportion p target telework , we account for the observed social contacts at work M observed work and the observed proportion of telework p observed telework :"
34105,SOCRATES: An online tool leveraging a social contact data sharing initiative to assess mitigation strategies for COVID-19,"To simulate the effect of telework and school closure, the social contact matrix M is calculated as:"
34105,SOCRATES: An online tool leveraging a social contact data sharing initiative to assess mitigation strategies for COVID-19,"We used the R package shiny [15] to build an interactive web application to access and visualise the social contact data. This application consists of a user interface (UI) and server script that use data processing algorithms based on the socialmixr package [11] . The UI enables the selection of a country, age categories, type of day (weekday, weekend, holiday, regular), contact duration (<15min, >15min, >1h, >4h), contact intensity (physical or non-physical) and gender (femalemale, male-female, male-male, female-female). Using a selection box, the user can opt to disable the assumption of reciprocity and participant weights by age and type of day. Finally, the user can enable reactive strategies such as school closure and increase the level of telework. Please note that the proportion of telework can only increase given a specified observed proportion. The extrapolation of social contact matrices given reductions in telework falls outside the scope of this project."
