index,title,text
22177,Prevalence of Pathogens Related to Bovine Respiratory Disease Before and After Transportation in Beef Steers: Preliminary Results,"Our data should be considered preliminary because this study was limited by a number of factors. Firstly, due to the small number of events (three shipments, 112 samples) the logistic model was likely to suffer from small-sample bias. Secondly, the effects of other factors, such as age of the animals, driver, month, the number of farms per transport, climate conditions, space allowance and mingling were not considered, consequently, our results are valid only for the tested type of journey and animals. It is indeed well known that management conditions of the transport, distance travelled, season and geographic area of origin, are crucial elements in order to define the risk profile of developing BRD. Thirdly, the prevalence of the pathogens at the farms of origin and the number of farms per each shipment was not determined. This gap was due to the fact that the animals collected at the assembly point arrived from different local farms, and it was not possible to sample animals over there and we had no access to the documentation reporting the origin of each animal. However, sampling before loading provides a partial indication of the animal's health status. Lastly, a great limitation of the study is that it was not possible to split the effects of the stress due to transport from stress due to the adaptation to a new farm and to document how those stressors affect the immune system of the animals. It has been found that potential causes for BRD onset include stress associated with transport, adaptation to feed, the new social hierarchy, and viral exposure [1, 2] . It is well known that these stressors affect respiratory immunity, response to infection, bacterial growth, viral replication and the tissue repair process, and are responsible for an increase in cortisol release and a decrease in leukocyte numbers [20, 21] . Consequently, it has been suggested that, to reduce the economic cost of the disease, it may be more effective to focus on the host than the pathogens [1, 22] . Unfortunately, in this pilot study it was not possible to determine stress or other immunology biomarkers, thus further studies are needed to explain other possible causes of the increase in the prevalence of BRD pathogens in the nasal microbiome of beef steers after travelling. Our results need, therefore, to be confirmed in a larger dataset, including more events and evaluating the effects of multiple factors using multivariate regression analysis to provide useful guidelines to prevent the performance losses and poor welfare associated with BRD. Notwithstanding the aforementioned limitations, this preliminary study increased our knowledge of the prevalence of BRD in beef steers."
22338,"PEDV enters cells through clathrin-, caveolae-, and lipid raft-mediated endocytosis and traffics via the endo-/lysosome pathway","As a type of alphacoronavirus, porcine epidemic diarrhea virus (PEDV) has caused enormous economic loss to the global pork industry, especially after the emergence of highly pathogenic PEDV variant strains in 2010. PEDV was first reported in 1971 in the UK [1] , and afterward was also discovered in Europe and Asia [2] [3] [4] [5] . Although PEDV has persisted in Asian swine-producing countries, it does not attract enough global attention. After October 2010, severe PED outbreaks occurred even in Chinese pig farms that were already vaccinated with CV777inactivated or live-attenuated vaccines [2, [6] [7] [8] . In 2013, the first PEDV outbreak occurred in the US and rapidly spread across the entire country [9] . Molecular epidemiological results show the genetic differences between classical (GI subtype) and new PEDV variant strains (GII subtype) [2, 3, 5, 6, 8, 9] . PEDV is presently recognized worldwide due to dramatic changes observed in its epidemic character, pathogenic properties, and gene drift [10] . Studies focused on its pathogenesis [11, 12] , immune evasion [13] and developing effective vaccines [14, 15] are progressing."
22550,Genomic Characterization and Phylogenetic Classification of Bovine Coronaviruses Through Whole Genome Sequence Analysis,"Bovine coronavirus (BCoV) causes neonatal calf diarrhea, winter dysentery in adult cattle, and respiratory tract disorders in cattle of all age groups [1] [2] [3] [4] [5] . BCoV infections in herds lead to a reduction in milk production, deterioration of health, and deaths of young animals, resulting in severe economic losses [6, 7] . In general, there are two different types (enteric and respiratory) of BCoVs based on disease symptoms. Although some previous reports have suggested that several candidate amino acids may contribute to the differences between the two disease types, it still remains unclear [8] [9] [10] ."
25037,"Knowledge, attitudes, and practices towards COVID-19 among Chinese residents during the rapid rise period of the COVID-19 outbreak: a quick online cross-sectional survey","The correct answer rates of the 12 questions on the COVID-19 knowledge questionnaire were 70.2-98.6% (Table 1 ). The mean COVID-19 knowledge score was 10.8 (SD: 1.6, range: 0-12), suggesting an overall 90% (10.8/12*100) correct rate on this knowledge test. Knowledge scores significantly differed across genders, age-groups, categories of marital status, education levels, and residence places (P<0.001) ( Table 2 ). Multiple linear regression analysis showed that male gender (vs. female, β: -0.284, P<0.001), age-group of 16-29 years (vs. 30-49 years, β: -0.302, P<0.001), marital status of never-married (vs. married, β: -0.215, P<0.001), education of bachelor's degree or lower (vs. master degree and above, β: -0.191 ~ -1.346, P<0.001), and occupations of unemployment (β: -0.158, P=0.040) and students (β: -0.234, P<0.001) (vs. mental labor) were significantly associated with lower knowledge score (Table 3) . The majority of the respondents agreed that COVID-19 will finally be successfully controlled (90.8%). Rates of reporting ""disagree"" and ""I don't know"" were 1.9% and 7.3%, respectively. The attitude towards the final success in controlling COVID-19 significantly differed across genders, education levels, occupation categories, and residence places (P<0.05). In additions, respondents reporting ""disagree"" and ""I don't know"" had significantly lower knowledge scores than those reporting ""agree"" (P<0.001) ( .001) were significantly associated with the answer of ""I don't know"" on A1 (Table 5) ."
25037,"Knowledge, attitudes, and practices towards COVID-19 among Chinese residents during the rapid rise period of the COVID-19 outbreak: a quick online cross-sectional survey","The strength of this study lies in its large sample recruited during a critical period, the early stage of the COVID-19 outbreak. Nevertheless, compared to the most recent national population statistics of China [21], our sample was obviously over-representative of women, well-educated people, and people engaging in mental labor. Given the significant associations between these demographic variables and KAP towards COVID-19 revealed in this study, we may have overestimated knowledge and rates of preventive practices and underestimated rates of positive attitudes towards COVID-19 of Chinese residents. Considering that educational attainment and occupation are often used as proxy measures of socioeconomic status [22] , strictly speaking, our findings can only be generalized to Chinese populations of a relatively high socioeconomic status, particularly women."
25037,"Knowledge, attitudes, and practices towards COVID-19 among Chinese residents during the rapid rise period of the COVID-19 outbreak: a quick online cross-sectional survey","In summary, our findings suggest that Chinese residents of a relatively high level of socioeconomic status, in particular women, have had good knowledge, optimistic attitudes, and appropriate practices towards COVID-19 during the rapid rise period of the COVID-19 outbreak. In addition, good COVID-19 knowledge is associated with optimistic attitudes and appropriate practices towards COVID-19, suggesting that health education programs aimed at improving COVID-19 knowledge are helpful for encouraging an optimistic attitudes and maintaining safe practices. Hopefully, under the combined efforts of Chinese authorities and all Chinese residents, China surely will win the battle against COVID-19 in the near future. Due to the limitation in representativeness of the sample, more studies are warranted to investigate the KAP towards COVID-19 among Chinese residents of a low socioeconomic status."
33839,Assessing the impact of reduced travel on exportation dynamics of novel coronavirus infection (COVID-19),"Although the COVID-19 epidemic was declared a public health emergency of international concern (PHEIC) by the World Health Organization (WHO), the WHO specifically called upon member states to not restrict the freedom of movement of persons as a result of the epidemic [21] . However, member states did not adhere to this recommendation and have varyingly restricted the free movement of people from China [22] . Such restrictions were most drastic in China, where some cities were put on complete lockdown [22] . These political decisions regarding movement restrictions must balance the expected epidemiological impact with predicted economic burden-the latter of which we did not examine. While securing a few days delay to epidemic spread in China would secure time for healthcare systems in Chinese cities that have not yet been affected to prepare for the appearance of case-patients [20] , the impact of such a delay outside China is not substantial enough to accomplish meaningful prevention, such as the development, manufacturing, and distribution of a vaccine."
33863,Risk map of the novel coronavirus (2019-nCoV) in China: proportionate control is needed,"We evaluated the risk of 2019-nCoV outbreak in cities and regions across China and suggested four levels of risk, highlighting that the cities with low risk should return to the normal status in order to avoid unnecessary economic loss."
33863,Risk map of the novel coronavirus (2019-nCoV) in China: proportionate control is needed,"The risk level of cities was classified using five variables, whereas the variables had different weights in the model, quantified by importance indices in random forest model [11] (Fig. 4) . Similarly, GDP is an index of economic activities, which links to human flow and virus transmission rate."
33882,Functional pangenome analysis suggests inhibition of the protein E as a readily available therapy for COVID-2019,"The current epidemic of the novel coronavirus (SARS-CoV-2) has triggered a rising global health emergency (WHO https://www.who.int/emergencies/diseases/novel-coronavirus-2019) with disruptive health, social and economic repercussions. Three major actions, confinement, detection and therapy are required to contain this pandemic. Detection and therapy can be guided by virus sequence data, which was first made available in 17 December, 2019 at gsaid.org, soon after detection of the first cases. The SARS-CoV-2 genome sequence data are a pivotal resource on its own, but can gain greater value when embedded within those of other Betacoronavirus, allowing a comparative pangenomic analysis. This approach can help identify the core genome of Betacoronaviruses and extract accessory genomic features shared by a subset of these viruses or unique to SARS-CoV-2. Whereas core genomic features are required for the virus to be functional, accessory features are candidates to provide insights into the drivers of the unique capacities of SARS-CoV-2 explaining its spread and virulence. Genome annotation and structural modelling can then be used to assess the possible functions of these accessory features and guide approaches to detection and treatment."
33889,Effective containment explains sub-exponential growth in confirmed cases of recent COVID-19 outbreak in Mainland China,"An initial exponential growth of confirmed cases is generically expected for an uncontrolled outbreak and in most cases mitigated with a time delay by effective containment strategies and policies that reduce transmission and effective reproduction of the virus, commonly yielding a saturation in the cumulative case count and an exponential decay in the number of new infections. Although in Hubei the number of cases was observed to grow exponentially in early January [9] , the * bfmaier@physik.hu-berlin.de subsequent rise followed a sub-exponential, super-linear, algebraic scaling law t µ with an exponent µ = 2.3 (between Jan. 24th and Feb. 9th), cf. Fig. 1A . For the majority of the affected Chinese provinces of Mainland China, however, this type of algebraic rise occured from the beginning, lacking an initial exponential growth altogether. Surprisingly, the exponent µ does not vary substantially with a typical value of µ = 2.1 ± 0.3 for the confirmed case curves in other substantially affected provinces (confirmed case counts larger than 500 on Feb. 12th), despite geographical, socio-economical differences, differences in containment strategies, and heterogeneties that may have variable impacts on how the local epidemic unfolds, cf. Fig. 1B and C."
33987,Stochastic discrete epidemic modeling of COVID-19 transmission in the Province of Shaanxi incorporating public health intervention and case importation,"Our analysis is based on the complete ""tracking and recording"" information of imported cases and local cases detected in the province of Shaanxi province [7] , as this allows us to generate a data set that includes the time series of daily latent, infected and hospitalized cases. Since the outbreak scale in the Province of Shanxi was relatively small and this is subject to stochasticity in both case importation and local cases generated by the importation and since the Provincial data has detailed information on symptom onset and serial intervals, we adopt a method developed by Nishiura and Chowell [15, 16] to estimate the effective reproduction number, and we revise some of our early deterministic models to a novel discrete stochastic model to address the key issues relevant to preventing a secondary outbreak of COVID-19 in other provinces except for Hubei, due to the anticipated gradually relaxing of travel restriction and returning to normal social and economic activities."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"outbreak, but the efficacy of the different interventions varied, with the early case detection and contact reduction being the most effective. Moreover, deploying the NPIs early is also important to prevent further spread. Early and integrated NPI strategies should be prepared, adopted and adjusted to minimize health, social and economic impacts in affected regions around the World."
34099,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"is the (which was not peer-reviewed) The copyright holder for this preprint . https://doi.org/10.1101/2020.03.03.20029843 doi: medRxiv preprint Local governments across China encouraged and supported routine screening and quarantine of travellers from Hubei Province in an attempt to detect COVID-19 infections as early as possible. In Wuhan, where the largest number of infected people live, residents were required to measure and report ther temperature daily to confirm their onset, and those with mild and asymptomatic infections were also quarantined in ""Fang Cang"" hospitals, which are public spaces such as stadiums and conference centres that have been repurposed for medical care. 11 The average interval from symptom onset to laboratory confirmation has dropped from 12 days in the early stages of the outbreak to 3 days in early February, highlighting how the efficiency of disease detection and diagnosis has greatly improved. 15, 16 Third, inner-city travel and contact restrictions were implemented to reduce the risk of community transmission. This involved limiting individual social contact, using personal hygiene and protective measures when people needed to move in public, and increasing the physical distance between those who have COVID-19 and those who do not. 11 As part of these social distancing policies, Chinese government encouraged people to stay at home as much as possible, cancelled or postponed large public events and mass gatherings, and closed libraries, museums, and workplaces. 17, 18 Additionally, to fully cover the suspected incubation period of COVID-19 spread before Wuhan's lockdown, the CNY and school holidays were also extended, with the holiday end date changed from January 30 to March 10 for Hubei province, and Feb 9 for many other provinces. [19] [20] [21] The implementation of these NPIs has coincided with the rapid decline in the number of new cases across China, albeit at high economic and social costs. 15, 16 On February 17, the State Council required localities to formulate differentiated county-level measures for precise containment of the COVID-19 outbreak and the restoration of socioeconomy affected by the outbreak. 22 The timing of implementing and lifting interventions is likely to have been and continue to be important, to take advantage of the window of opportunity to save lives and minimize the economic and social impact. 23, 24 The increasing numbers of cases of COVID-19 outside China and establishment of secondary transmission in multiple places highlights its pandemic potential. The best available scientific evidence is therefore required to design effective NPI strategies and disseminate this knowledge urgently to . CC-BY-NC-ND 4.0 International license It is made available under a author/funder, who has granted medRxiv a license to display the preprint in perpetuity."
34204,The Impact of School Closure for COVID-19 on the US Healthcare Workforce and the Net Mortality Effects,"The benefit from closing schools during an epidemic is to reduce transmission and new cases. Cauchemez et al. estimated that extended school closures in France could reduce H5N1 influenza cases by 13-17%. 2 Bayham et al. show that schools are likely places for transmission among US children. 3 However, Bayham et al. also show voluntary behavioral changes, without mandatory shutdowns, appeared to reduce cases of the 2009 H1N1 influenza on the order of 10-13%. In a systematic review, focused on influenza and school closures, Jackson et al. find some evidence that school closures are effective, but that the empirical evidence does not resolve how or when to close schools. 4 Furthermore, they find school closure mostly reduces infection in school children. Koh et al. do not find strong evidence that school closures prevent the spread of hand, foot, and mouth disease. 5 Adda finds that while school closures do reduce incidence in France, the economic costs are large. 6 The benefits of school closure are often estimated relative to a baseline of no voluntary changes in behavior, but it is likely that the correct baseline for forcasting the school closure effect on COVID-19 includes other voluntary behavioral changes."
34204,The Impact of School Closure for COVID-19 on the US Healthcare Workforce and the Net Mortality Effects,"The potential benefits of school closures must be balanced with the costs. Smith et al., Lempel, Epstein, and Hammond, and Adda analyze the economic impacts of school closures. 1, 6, 7 Schooling is one of the most important investments we make in our children's futures, and we do not have good estimates of how prolonged school closures influence drop-out rates and future earnings. This uncertainty makes a holistic assessment of tradeoffs challenging."
34204,The Impact of School Closure for COVID-19 on the US Healthcare Workforce and the Net Mortality Effects,"Setting aside the economic costs and focusing on reducing mortality, school closures still create a tradeoff. Many healthcare workers must reduce time spent providing patient care, running diagnostic tests, and tracing contacts, and increase time caring for their own children. This tradeoff should not be ignored because the capacity to care for infected individuals and trace contacts directly influences the development of an epidemic, the survival of infected patients, and ultimately cummulative mortality from the pathogen."
34214,Effects of Chinese strategies for controlling the diffusion and deterioration of novel coronavirus-infected pneumonia in China,"COVID-19, a new and severe epidemic, has threatened public health and economic development in China [7] . As of March 6, 2020, the number of cumulative confirmed cases of COVID-19 has reached 100,000 worldwide, and some countries such as Korea, Japan, Italy, and Iran are also suffering from the rapid spread of COVID-19 [4, 7, 8] . The need for greater attention and intervention strategies to curb the spread of COVID-19 around the world is of paramount importance."
34240,Generalized logistic growth modeling of the COVID-19 outbreak in 29 provinces in China and in the rest of the world,"However, for this forecast to come true, all European countries need to coordinate and fight together to avoid another major outbreak like in Italy. The situation in the United States is also at the very beginning stage, and may pose significant health and economic risks to the world in absence of serious measures."
34271,Impacts of social and economic factors on the transmission of coronavirus disease (COVID-19) in China,"For infectious diseases, the number of infected people usually increases first before reaching a peak and then drops. This pattern implies that for a linear equation of new cases on the number of cases in the past, the unobserved determinants of new infections are serially correlated. The unobserved determinants of new cases may be serially correlated, also because they measure persistent factors, such as people's habit and government policy. Serial correlations in errors give rise to correlations between the lagged number of cases and the error term, and ordinary least square (OLS) estimator may be biased. Combining insights in Adda (2016) and the existing knowledge of the incubation period of COVID-19, we construct instrumental variables for the number of new COVID-19 cases in the preceding two weeks. Weather characteristics in the previous third and fourth weeks do not directly affect today's number of new COVID-19 cases after controlling for the number of new COVID-19 cases and weather conditions in the preceding first and second weeks. Therefore, our estimated impacts have causal interpretations. We use the Lasso method to select instrumental variables among eleven weather characteristics that have the highest predictive power for the average number of new confirmed cases during each of the past two weeks. Furthermore, we examine the moderator effects of socioeconomic factors on the transmission of COVID-19 in China, which include population flow out of Wuhan, the distance between cities, GDP per capita, number of doctors, and contemporaneous weather characteristics. We focus on the effect of population flows from the origin of the COVID-19 outbreak, because data on real time travel between cities have recently become available and we examine whether it can explain the disease spread, and that Wuhan is a major city and a transportation hub with significant population movements."
34271,Impacts of social and economic factors on the transmission of coronavirus disease (COVID-19) in China,"We find that the stringent quarantine and public health measures imposed in late January significantly decreased the transmission rate of COVID-19. By early February, the spread of the virus had been contained in China. While many socioeconomic factors moderate the spread of the virus, the actual population flow from the source poses a higher risk to the destination than other factors such as geographic proximity and similarity in economic conditions. Our analysis contributes to the existing literature in two aspects. First, our analysis is connected to the economics and epidemiologic literature on the influencing factors of and ways of preventing the spread of infectious diseases. Existing studies find that reductions in interpersonal contact from holiday school closings (Adda, 2016) , reactive school closure (Litvinova et al., 2019) , public transportation strikes (Godzinski and Suarez Castillo, 2019) , strategic targeting of travelers from high-incidence locations (Milusheva, 2017) , and paid sick leave to keep contagious workers at home (Barmby and Larguem, 2009, Pichler and Ziebarth, 2017) can reduce the prevalence of influenza."
34271,Impacts of social and economic factors on the transmission of coronavirus disease (COVID-19) in China,"Additionally, literature find that epidemics spread faster during economic booms (Adda, 2016) , increases in employment are associated with increased incidence of influenza (Markowitz et al., 2010) , and growth in trade can significantly increase the spread of influenza (Adda, 2016) and"
34271,Impacts of social and economic factors on the transmission of coronavirus disease (COVID-19) in China,"is the (which was not peer-reviewed) The copyright holder for this preprint . https: //doi.org/10.1101 //doi.org/10. /2020 been taking more cautious measures from high COVID-19 risk areas. Besides, following the previous literature on the moderator effect of economic development and environmental characteristics on virus transmission, our analysis further reveal that COVID-19 transmission is positively moderated by GDP per capita and negatively moderated by the number of doctors, while the effects of the environmental factors and population density are mixed."
34271,Impacts of social and economic factors on the transmission of coronavirus disease (COVID-19) in China,"A main objective of this paper is to quantify the effect of various social and economic factors in mediating the transmission rates of the virus, which may help identify potential behavioral and socioeconomic risk factors for infections. For within city transmissions, we consider the mediating effect of population density, degree of economic development, number of doctors, and environmental factors such as temperature, wind and rain. To measure the spread of the virus from Wuhan, we include an estimate of the number of people traveling from Wuhan. The empirical model including these mediating variables is as follows,"
34271,Impacts of social and economic factors on the transmission of coronavirus disease (COVID-19) in China,8 Hong Kong and Macao are excluded from our analysis due to the lack of some socioeconomic variables.
34271,Impacts of social and economic factors on the transmission of coronavirus disease (COVID-19) in China,"10 The 100km circle is consistent with the existing literature. Most studies on the socioeconomic impacts of climate change have found that estimation results are insensitive to the choice of the cutoff distance (Zhang et al., 2017) . We also used other cutoff distances (e.g., 150km) for robustness checks, and the main results remain unchanged. These results are available upon request."
34271,Impacts of social and economic factors on the transmission of coronavirus disease (COVID-19) in China,"We investigate the impacts of many social, economic and environmental variables in mediating the transmission rates (Eq. (3)). For own city transmissions, we consider the mediating effects of population density, per capita GDP, number of doctors, contemporaneous temperature, wind speed and precipitation. For between-city transmissions, we consider the mediating effects of distance, density difference and per capita GDP difference. We also include a measure of population flows from Wuhan. Table 6 reports the estimation results of the IV regressions using the first half sample, and Table 7 reports the estimates for the second half sample."
